ID,Zimmer,Quadratmet,Preis,PLZ,Adresse,AdressePLZ,City,Canton,Country,result_num,osm_id,display_na,category,type,latlong,full_id,osm_id_2,osm_type,railway,layer,start_date,name:ja,light_rail,local_ref,network:wikidata,ref_name,nat_name,old_name,wheelchair:description,level,tactile_paving,wheelchair,uic_ref,uic_name,tram,ref,public_transport,operator,network,name,ele,n,distance,feature_x,feature_y,nearest_x,nearest_y
"273","5.5","136","5300","8045",Haldenstrasse 14,"Haldenstrasse 14, 8045",Zurich,Zurich,Switzerland,"0","24614496","14, Haldenstrasse, Alt-Wiedikon, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8045, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.36336925,8.518123633733246",n4885628641,"4885628641",node,tram_stop,,,,,,,,,,,,,,"8591245","Zürich, Laubegg",yes,"1519",stop_position,VBZ,ZVV,Laubegg,,"1",0.00470220373153243,8.51812363373325,47.36336925,8.5172786,47.3587436
"274","5.5","170","5440","8005",Turbinenstrasse 37,"Turbinenstrasse 37, 8005",Zurich,Zurich,Switzerland,"0","2163950368","37, Turbinenstrasse, Escher Wyss, Industriequartier, Zürich, Bezirk Zürich, Zürich, 8005, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.386743,8.5146002",n2268556044,"2268556044",node,tram_stop,,,,,,,,,,,,,,"8591391","Zürich, Technopark",yes,"3453",stop_position,VBZ,ZVV,Technopark,"402","1",0.00241155911600514,8.5146002,47.386743,8.5154773,47.3889894
"275","5.5","146","5600","8003",Wuhrstrasse 30,"Wuhrstrasse 30, 8003",Zurich,Zurich,Switzerland,"0","340671614","30, Wuhrstrasse, Alt-Wiedikon, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8003, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.36794115,8.52075449956904",n4881705891,"4881705891",node,tram_stop,,,,,,,,,,,,,,"8591341","Zürich, Schmiede Wiedikon",yes,"2256",stop_position,VBZ,ZVV,Schmiede Wiedikon,"414","1",0.00220277344358538,8.52075449956904,47.36794115,8.519793,47.369923
"276","5.5","127","5550","8032",Heuelsteig 7b,"Heuelsteig 7b, 8032",Zurich,Zurich,Switzerland,"0","1186774254","Heuelsteig, Hottingen, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8032, Schweiz/Suisse/Svizzera/Svizra",highway,footway,"47.3687994,8.5670451",n1373692571,"1373692571",node,tram_stop,,,,,,,,,,,,yes,,"8591233","Zürich, Klusplatz",yes,"1430",stop_position,VBZ,ZVV,Klusplatz,"467","1",0.00470948101174463,8.5670451,47.3687994,8.5663879,47.364136
"277","5.5","138","3300","8046",Kuegeliloostrasse 97,"Kuegeliloostrasse 97 , 8046",Zurich,Zurich,Switzerland,"0","42686506","97, Kügeliloostrasse, Affoltern, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8046, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.4154658,8.53055775053673",n2282371068,"2282371068",node,tram_stop,,,,,,,,,,,,,yes,"8591314","Zürich, Regensbergbrücke",yes,"2045",stop_position,VBZ,ZVV,Regensbergbrücke,"451","1",0.0110052888718243,8.53055775053673,47.4154658,8.5390911,47.4085161
"278","5.5","143","4700","8048",Grimselstrasse 26,"Grimselstrasse 26, 8048",Zurich,Zurich,Switzerland,"0","1161130354","26, Grimselstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3856197,8.4885182946182",n2277081693,"2277081693",node,tram_stop,,,,,,,,,,,,,no,"8591165","Zürich, Grimselstrasse",yes,"1026",stop_position,VBZ,ZVV,Grimselstrasse,"405","1",0.00191346141406362,8.4885182946182,47.3856197,8.4897756,47.3870621
"279","5.5","132","3730","8053",Carl-Spitteler-Strasse 21,"Carl-Spitteler-Strasse 21, 8053",Zurich,Zurich,Switzerland,"0","150162357","21, Carl-Spitteler-Strasse, Witikon, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8053, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.3574735,8.588963490140895",n2297460815,"2297460815",node,tram_stop,,,,,,,,,,,,,yes,"8591142","Zürich, Friedhof Enzenbühl",yes,"894",stop_position,VBZ,ZVV,Friedhof Enzenbühl,"512","1",0.0104860995422746,8.58896349014089,47.3574735,8.5807219,47.3509901
"280","5.5","150","5700","8045",Ruedigerstrasse 4,"Ruedigerstrasse 4, 8045",Zurich,Zurich,Switzerland,"0","2207472573","4, Rüdigerstrasse, Alt-Wiedikon, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8045, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3609701,8.5219151",n2456957719,"2456957719",node,tram_stop,,,,,,,,,Utobrücke,,,,,"8591366","Zürich, Sihlcity Nord",yes,"2771",stop_position,VBZ,ZVV,Sihlcity Nord,"420","1",0.00137805899728533,8.5219151,47.3609701,8.5228083,47.3599207
"281","5.5","128","5250","8049",Regensdorferstrasse 67,"Regensdorferstrasse 67, 8049",Zurich,Zurich,Switzerland,"0","31359221","67, Regensdorferstrasse, Höngg, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8049, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4058688,8.491461879350306",n2288301037,"2288301037",node,tram_stop,,,,,,,,,,,,,limited,"8591423","Zürich, Wartau",yes,"2831",stop_position,VBZ,ZVV,Wartau,"448","1",0.00301972386728695,8.49146187935031,47.4058688,8.4914005,47.4028497
"282","5.5","157","3850","8052",Ruemlangstrasse 70,"Ruemlangstrasse 70, 8052",Zurich,Zurich,Switzerland,"0","4507068752","70, Rümlangstrasse, Seebach, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8052, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4297764,8.5414093",n355304682,"355304682",node,tram_stop,,,,,,,,,,,,,,"8591354","Zürich, Seebach",yes,"2346",stop_position,VBZ,ZVV,Seebach,"432","1",0.0117874603189154,8.5414093,47.4297764,8.5500207,47.4217273
"283","5.5","140","6060","8053",Drusbergstrasse 66,"Drusbergstrasse 66, 8053",Zurich,Zurich,Switzerland,"0","309737698","66, Drusbergstrasse, Witikon, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8053, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.35506495,8.582889953945148",n2297460815,"2297460815",node,tram_stop,,,,,,,,,,,,,yes,"8591142","Zürich, Friedhof Enzenbühl",yes,"894",stop_position,VBZ,ZVV,Friedhof Enzenbühl,"512","1",0.00461571884234612,8.58288995394515,47.35506495,8.5807219,47.3509901
"284","5.5","157","5150","8053",Im Glockenacker 56,"Im Glockenacker 56, 8053",Zurich,Zurich,Switzerland,"0","387997553","56, Im Glockenacker, Witikon, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8053, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.36025,8.601372373966942",n2297460815,"2297460815",node,tram_stop,,,,,,,,,,,,,yes,"8591142","Zürich, Friedhof Enzenbühl",yes,"894",stop_position,VBZ,ZVV,Friedhof Enzenbühl,"512","1",0.0226315669600983,8.60137237396694,47.36025,8.5807219,47.3509901
"285","5.5","150","4950","8041",Zwirnerstrasse 78,"Zwirnerstrasse 78, 8041",Zurich,Zurich,Switzerland,"0","377763989","78, Zwirnerstrasse, Leimbach, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8041, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.33795945,8.516435641484666",n5103372843,"5103372843",node,tram_stop,,,,,,,,,Wollishofen,,,,,"8591439","Zürich, Wollishoferplatz",yes,"2950",stop_position,VBZ,ZVV,Wollishoferplatz,"450","1",0.0136507128482124,8.51643564148467,47.33795945,8.5300851,47.3381445
"286","5.5","144","4230","8048",Schneebelistrasse 4,"Schneebelistrasse 4, 8048",Zurich,Zurich,Switzerland,"0","52394515","4, Schneebelistrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3846809,8.48395815237366",n2277081785,"2277081785",node,tram_stop,,,,,,,,,,,,,no,"8591258","Zürich, Lindenplatz",yes,"1570",stop_position,VBZ,ZVV,Lindenplatz,"402","1",0.00374427248672861,8.48395815237366,47.3846809,8.4858345,47.3879211
"287","5.5","140","4160","8050",Hagenholzstrasse 76,"Hagenholzstrasse 76, 8050",Zurich,Zurich,Switzerland,"0","2559518456","76, Hagenholzstrasse, Seebach, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4139524,8.5567496",n2289408202,"2289408202",node,tram_stop,,,,,,,,,,,,,yes,"8591294","Zürich, Oerlikerhus",yes,"6459",stop_position,VBZ,ZVV,Oerlikerhus,"426","1",0.0046508722590517,8.5567496,47.4139524,8.553765,47.4175193
"288","5.5","150","6940","8004",Badenerstrasse 157,"Badenerstrasse 157, 8004",Zurich,Zurich,Switzerland,"0","2051292454","Tiny Fish, 157, Badenerstrasse, Langstrasse, Kreis 4, Zürich, Bezirk Zürich, Zürich, 8004, Schweiz/Suisse/Svizzera/Svizra",amenity,fast_food,"47.3743132,8.521665",n2275787476,"2275787476",node,tram_stop,,,,,,Q201977,"Zürich, Kalkbreite/Bhf. Wiedikon",,,,,,yes,"8591218","Zürich,Kalkbreite/Bhf.Wiedikon",yes,"1357",stop_position,VBZ,ZVV,Kalkbreite/Bhf. Wiedikon,"412","1",0.000466997783720448,8.521665,47.3743132,8.5212348,47.3744949
"289","5.5","250","6940","8048",Albulastrasse 60,"Albulastrasse 60, 8048",Zurich,Zurich,Switzerland,"0","48609408","60, Albulastrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3890193,8.49210791377181",n2277081658,"2277081658",node,tram_stop,,,,,,,,,,,,,no,"8591165","Zürich, Grimselstrasse",yes,"1026",stop_position,VBZ,ZVV,Grimselstrasse,"405","1",0.00279126911337324,8.49210791377181,47.3890193,8.4902776,47.3869119
"290","5.5","140","4270","8050",Hagenholzstrasse 84,"Hagenholzstrasse 84, 8050",Zurich,Zurich,Switzerland,"0","2559518459","84, Hagenholzstrasse, Seebach, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4142547,8.5575686",n2289408205,"2289408205",node,tram_stop,,,,,,,,,,,,,yes,"8591294","Zürich, Oerlikerhus",yes,"6459",stop_position,VBZ,ZVV,Oerlikerhus,"426","1",0.00498443694111716,8.5575686,47.4142547,8.5540995,47.4178338
"291","5.5","155","6460","8002",Jenatschstrasse 3,"Jenatschstrasse 3, 8002",Zurich,Zurich,Switzerland,"0","3344235195","3, Jenatschstrasse, Enge, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8002, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.363865,8.533995",n2298045151,"2298045151",node,tram_stop,,,,,,,,,,,,,,"8591317","Zürich, Rentenanstalt",yes,"2055",stop_position,VBZ,ZVV,Rentenanstalt,"408","1",0.000662403698656828,8.533995,47.363865,8.5345055,47.3634429
"292","5.5","113","3080","8053",Im Braechli 39,"Im Braechli 39, 8053",Zurich,Zurich,Switzerland,"0","138149818","39, Im Brächli, Witikon, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8053, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.3606724,8.58118214591934",n2297460914,"2297460914",node,tram_stop,,,,yes,,,,,,,,,yes,"8530811","Zürich, Balgrist",yes,"421",stop_position,VBZ,ZVV,Balgrist,"477","1",0.00864303542436603,8.58118214591934,47.3606724,8.574968,47.3546652
"293","5.5","143","4700","8048",Buckhauserstrasse 45,"Buckhauserstrasse 45, 8048",Zurich,Zurich,Switzerland,"0","8116710438","45, Buckhauserstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3843834,8.4938457",n2277081590,"2277081590",node,tram_stop,,,,,,,,,,,,,yes,"8591222","Zürich, Kappeli",yes,"1364",stop_position,VBZ,ZVV,Kappeli,"403","1",0.00115886933258771,8.4938457,47.3843834,8.494576,47.3852832
"294","5.5","154","7290","8003",Wuhrstrasse 30,"Wuhrstrasse 30, 8003",Zurich,Zurich,Switzerland,"0","340671614","30, Wuhrstrasse, Alt-Wiedikon, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8003, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.36794115,8.52075449956904",n4881705891,"4881705891",node,tram_stop,,,,,,,,,,,,,,"8591341","Zürich, Schmiede Wiedikon",yes,"2256",stop_position,VBZ,ZVV,Schmiede Wiedikon,"414","1",0.00220277344358538,8.52075449956904,47.36794115,8.519793,47.369923
"295","5.5","125","4580","8044",Susenbergstrasse 142,"Susenbergstrasse 142, 8044",Zurich,Zurich,Switzerland,"0","105785139","142, Susenbergstrasse, Fluntern, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8044, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.38480305,8.559527153076749",n2281803475,"2281803475",node,tram_stop,,,,,,,,,,,,,,"8591397","Zürich, Toblerplatz",yes,"2673",stop_position,VBZ,ZVV,Toblerplatz,"532","1",0.00547448243599743,8.55952715307675,47.38480305,8.5598104,47.3793359
"296","5.5","121","4890","8050",Siewerdtstrasse 19,"Siewerdtstrasse 19, 8050",Zurich,Zurich,Switzerland,"0","327044873","19, Siewerdtstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.412383750000004,8.549150994858778",n316660598,"316660598",node,tram_stop,,,,,,,,,,,,,yes,"8591273","Zürich, Messe/Hallenstadion",yes,"3154",stop_position,VBZ,ZVV,Messe/Hallenstadion,"431","1",0.001649155720296,8.54915099485878,47.41238375,8.5503061,47.4112067
"297","5.5","133","3590","8041",Grossackerstrasse 71,"Grossackerstrasse 71, 8041",Zurich,Zurich,Switzerland,"0","54988088","71, Grossackerstrasse, Leimbach, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8041, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3241917,8.50973870041325",n5103372843,"5103372843",node,tram_stop,,,,,,,,,Wollishofen,,,,,"8591439","Zürich, Wollishoferplatz",yes,"2950",stop_position,VBZ,ZVV,Wollishoferplatz,"450","1",0.0246709668230434,8.50973870041325,47.3241917,8.5300851,47.3381445
"298","5.5","140","5380","8038",Frohalpstrasse 89,"Frohalpstrasse 89, 8038",Zurich,Zurich,Switzerland,"0","145481744","89, Frohalpstrasse, Wollishofen, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8038, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.339486699999995,8.525023712877697",n5103372843,"5103372843",node,tram_stop,,,,,,,,,Wollishofen,,,,,"8591439","Zürich, Wollishoferplatz",yes,"2950",stop_position,VBZ,ZVV,Wollishoferplatz,"450","1",0.0052363289088645,8.5250237128777,47.3394867,8.5300851,47.3381445
"299","5.5","140","6010","8006",Winkelriedstrasse 27,"Winkelriedstrasse 27, 8006",Zurich,Zurich,Switzerland,"0","43395306","27, Winkelriedstrasse, Oberstrass, Kreis 6, Zürich, Bezirk Zürich, Zürich, 8006, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3839472,8.55054139644865",n2280214795,"2280214795",node,tram_stop,,,,,,,,,,,,,,"8591433","Zürich, Winkelriedstrasse",yes,"2924",stop_position,VBZ,ZVV,Winkelriedstrasse,"486","1",0.00244259346226248,8.55054139644865,47.3839472,8.5482003,47.3832504
"300","5.5","140","3660","8050",Kuehriedweg 28,"Kuehriedweg 28, 8050",Zurich,Zurich,Switzerland,"0","1867650592","26,28, Kühriedweg, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.409422,8.5577531",n2289439152,"2289439152",node,tram_stop,,,,,,,,,,"Zugang zur Haltestelle über die beiden Lifte im Westen;im Osten hat es nur eine Rolltreppe.","-1",,yes,"8591420","Zürich, Waldgarten",yes,"2814",stop_position,VBZ,ZVV,Waldgarten,"452","1",0.00554217390290173,8.5577531,47.409422,8.5574937,47.4038859
"301","5.5","124","5540","8003",Brinerstrasse 3,"Brinerstrasse 3, 8003",Zurich,Zurich,Switzerland,"0","814243486","3, Brinerstrasse, Alt-Wiedikon, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8003, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3694134,8.518522545851917",n4881705892,"4881705892",node,tram_stop,,,,,,,,,,,,,,"8591341","Zürich, Schmiede Wiedikon",yes,"2256",stop_position,VBZ,ZVV,Schmiede Wiedikon,"414","1",0.000870006845528176,8.51852254585192,47.3694134,8.5188141,47.3702331
"302","5.5","160","6710","8044",Gloriastrasse 70,"Gloriastrasse 70, 8044",Zurich,Zurich,Switzerland,"0","145485850","70, Gloriastrasse, Fluntern, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8044, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3756485,8.556811338610505",n2281784331,"2281784331",node,tram_stop,,,,,,,,,,,,,,"8591230","Zürich, Kirche Fluntern",yes,"1407",stop_position,VBZ,ZVV,Kirche Fluntern,"513","1",0.00253430606205053,8.5568113386105,47.3756485,8.5592743,47.3762456
"303","5.5","140","4000","8050",Armin-Bollinger-Weg 7,"Armin-Bollinger-Weg 7, 8050",Zurich,Zurich,Switzerland,"0","4930932695","7, Armin-Bollinger-Weg, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4143713,8.5367274",n2282371073,"2282371073",node,tram_stop,,,,,,,,,,,,,yes,"8591314","Zürich, Regensbergbrücke",yes,"2045",stop_position,VBZ,ZVV,Regensbergbrücke,"451","1",0.00620462827653508,8.5367274,47.4143713,8.5394211,47.4087819
"304","5.5","136","5530","8038",Widmerstrasse 85,"Widmerstrasse 85, 8038",Zurich,Zurich,Switzerland,"0","126726895","Widmerstrasse, Wollishofen, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8038, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.3362995,8.5328441",n2457029147,"2457029147",node,tram_stop,,,,,,,,,Wollishofen,,,,,"8591439","Zürich, Wollishoferplatz",yes,"2950",stop_position,VBZ,ZVV,Wollishoferplatz,"450","1",0.00291838603683442,8.5328441,47.3362995,8.530745,47.338327
"306","5.5","135","3340","8050",Fritz-Heeb-Weg 1,"Fritz-Heeb-Weg 1, 8050",Zurich,Zurich,Switzerland,"0","4864530804","1, Fritz-Heeb-Weg, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4144781,8.5405952",n4881603373,"4881603373",node,tram_stop,,,,,,,"Zürich, Bahnhof Oerlikon","Zürich, Bahnhof Oerlikon",,,,,yes,"8580449","Zürich Oerlikon, Bahnhof",yes,"3034",stop_position,VBZ,ZVV,Bahnhof Oerlikon,,"1",0.00498584250453049,8.5405952,47.4144781,8.544515,47.4113969
"307","5.5","138","3680","8047",Dennlerstrasse 22,"Dennlerstrasse 22, 8047",Zurich,Zurich,Switzerland,"0","664689276","22, Dennlerstrasse, Albisrieden, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3816652,8.4979596",n2277081527,"2277081527",node,tram_stop,,,,,,,,,,,,,no,"8591138","Zürich, Freihofstrasse",yes,"883",stop_position,VBZ,ZVV,Freihofstrasse,"408","1",0.00218493134903406,8.4979596,47.3816652,8.4994656,47.3832482
"308","5.5","160","6980","8003",Brinerstrasse 3,"Brinerstrasse 3, 8003",Zurich,Zurich,Switzerland,"0","814243486","3, Brinerstrasse, Alt-Wiedikon, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8003, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3694134,8.518522545851917",n4881705892,"4881705892",node,tram_stop,,,,,,,,,,,,,,"8591341","Zürich, Schmiede Wiedikon",yes,"2256",stop_position,VBZ,ZVV,Schmiede Wiedikon,"414","1",0.000870006845528176,8.51852254585192,47.3694134,8.5188141,47.3702331
"309","5.5","140","5550","8006",Beckenhofstrasse 60,"Beckenhofstrasse 60, 8006",Zurich,Zurich,Switzerland,"0","318799695","60, Beckenhofstrasse, Unterstrass, Kreis 6, Zürich, Bezirk Zürich, Zürich, 8006, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3869146,8.540278478318204",n2281916809,"2281916809",node,tram_stop,,,,,,,,,,,,,yes,"8591237","Zürich, Kronenstrasse",yes,"1468",stop_position,VBZ,ZVV,Kronenstrasse,"444","1",0.00155669268349577,8.5402784783182,47.3869146,8.5392553,47.3880878
"310","5.5","140","6470","8008",Dufourstrasse 61,"Dufourstrasse 61, 8008",Zurich,Zurich,Switzerland,"0","580825456","61, Dufourstrasse, Seefeld, Kreis 8, Zürich, Bezirk Zürich, Zürich, 8008, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.361381800000004,8.549863198659484",n2296910032,"2296910032",node,tram_stop,,,,,,,,,,,,,yes,"8576196","Zürich, Kreuzstrasse",yes,"1456",stop_position,VBZ,ZVV,Kreuzstrasse,"415","1",0.00153823010849212,8.54986319865948,47.3613818,8.5500037,47.3629136
"311","5.5","150","5720","8055",Binzallee 24,"Binzallee 24, 8055",Zurich,Zurich,Switzerland,"0","3521853482","24, Binzallee, Alt-Wiedikon, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8055, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.365079,8.5156922",n4881705889,"4881705889",node,tram_stop,,,,,,,,,,,,,,"8502572","Zürich, Goldbrunnenplatz",yes,"1012",stop_position,VBZ,ZVV,Goldbrunnenplatz,"421","1",0.00545099200146178,8.5156922,47.365079,8.5141504,47.3703074
"312","5.5","144","6280","8057",Grabenwies 30,"Grabenwies 30, 8057",Zurich,Zurich,Switzerland,"0","14189964","Grabenwies, Unterstrass, Kreis 6, Zürich, Bezirk Zürich, Zürich, 8057, Schweiz/Suisse/Svizzera/Svizra",highway,residential,"47.4020363,8.5371545",n4881603368,"4881603368",node,tram_stop,,,,,,Q201977,,,Radiostudio,,,,no,"8591307","Zürich, Brunnenhof",yes,"2017",stop_position,VBZ,ZVV,Brunnenhof,,"1",0.0019133476448356,8.5371545,47.4020363,8.5352505,47.4022252
"313","5.5","149","4310","8048",Buckhauserstrasse 25,"Buckhauserstrasse 25, 8048",Zurich,Zurich,Switzerland,"0","623561827","25, Buckhauserstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.385009249999996,8.493275950257352",n2277081590,"2277081590",node,tram_stop,,,,,,,,,,,,,yes,"8591222","Zürich, Kappeli",yes,"1364",stop_position,VBZ,ZVV,Kappeli,"403","1",0.00132859999091633,8.49327595025735,47.38500925,8.494576,47.3852832
"314","5.5","140","6590","8002",Brandschenkestrasse 62,"Brandschenkestrasse 62, 8002",Zurich,Zurich,Switzerland,"0","355698716","62, Brandschenkestrasse, Enge, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8002, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.36762905,8.528775277944145",n4885628624,"4885628624",node,tram_stop,,,,,,,"Zürich, Bahnhof Enge/Bederstrasse","Zürich, Bahnhof Enge/Bederstrasse",,,,,,"8591059","Zürich Enge, Bahnhof/Bederstr.",yes,"199",stop_position,VBZ,ZVV,Bahnhof Enge/Bederstrasse,"414","1",0.00342828024797915,8.52877527794415,47.36762905,8.5302408,47.3645298
"315","5.5","116","3120","8048",Dachslernstrasse 184,"Dachslernstrasse 184, 8048",Zurich,Zurich,Switzerland,"0","318264447","184, Dachslernstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.3928067,8.47057802141947",n6605743598,"6605743598",node,tram_stop,,2019-09-02,,,,,,,,,,,yes,"8591274","Zürich, Micafil",yes,"1640",stop_position,VBZ,ZVV,Micafil,"399","1",0.00374537137790055,8.47057802141947,47.3928067,8.4743104,47.3931184
"316","5.5","127","5680","8003",Brinerstrasse 3,"Brinerstrasse 3, 8003",Zurich,Zurich,Switzerland,"0","814243486","3, Brinerstrasse, Alt-Wiedikon, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8003, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3694134,8.518522545851917",n4881705892,"4881705892",node,tram_stop,,,,,,,,,,,,,,"8591341","Zürich, Schmiede Wiedikon",yes,"2256",stop_position,VBZ,ZVV,Schmiede Wiedikon,"414","1",0.000870006845528176,8.51852254585192,47.3694134,8.5188141,47.3702331
"317","5.5","133","3380","8051",Auhofstrasse 5,"Auhofstrasse 5, 8051",Zurich,Zurich,Switzerland,"0","1553603025","5, Auhofstrasse, Schwamendingen Mitte, Kreis 12, Zürich, Bezirk Zürich, Zürich, 8051, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.40662,8.568768",n2289427043,"2289427043",node,tram_stop,,,,,,,,,,,,,yes,"8591349","Zürich, Schwamendingerplatz",yes,"2294",stop_position,VBZ,ZVV,Schwamendingerplatz,"436","1",0.00328081282611106,8.568768,47.40662,8.5715268,47.4048444
"318","5.5","140","3860","8051",Grosswiesenstrasse 167,"Grosswiesenstrasse 167, 8051",Zurich,Zurich,Switzerland,"0","222852245","167, Grosswiesenstrasse, Hirzenbach, Kreis 12, Zürich, Bezirk Zürich, Zürich, 8051, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.403565549999996,8.589771800000001",n94689701,"94689701",node,tram_stop,,,,,,,,,,,,,,"8591194","Zürich, Hirzenbach",yes,"1220",stop_position,VBZ,ZVV,Hirzenbach,"428","1",0.00129836295483713,8.5897718,47.40356555,8.5910052,47.40316
"319","5.5","130","4750","8057",Allenmoosstrasse 60,"Allenmoosstrasse 60, 8057",Zurich,Zurich,Switzerland,"0","87800771","60, Allenmoosstrasse, Unterstrass, Kreis 6, Zürich, Bezirk Zürich, Zürich, 8057, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4035925,8.540053319292113",n2282371055,"2282371055",node,tram_stop,,,,,,,,,,,,,yes,"8591053","Zürich, Bad Allenmoos",yes,"144",stop_position,VBZ,ZVV,Bad Allenmoos,"456","1",0.00337234947958803,8.54005331929211,47.4035925,8.537666,47.4059744
"320","5.5","150","4560","8050",Hagenholzstrasse 70,"Hagenholzstrasse 70, 8050",Zurich,Zurich,Switzerland,"0","2559518453","70, Hagenholzstrasse, Seebach, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4134333,8.5567679",n2289408202,"2289408202",node,tram_stop,,,,,,,,,,,,,yes,"8591294","Zürich, Oerlikerhus",yes,"6459",stop_position,VBZ,ZVV,Oerlikerhus,"426","1",0.00507077946769617,8.5567679,47.4134333,8.553765,47.4175193
